,socio1_0,socio5quk[SQ001]_0,socio5quk[SQ002]_0,socio5quk[SQ003]_0,socio5quk[SQ004]_0,socio5quk[SQ005]_0,socio5quk[SQ006]_0,socio5quk[SQ007]_0,socio5quk[SQ008]_0,socio5quk[SQ009]_0,socio5quk[SQ010]_0,socio5quk[SQ011]_0,socio5quk[SQ012]_0,socio5quk[SQ013]_0,socio5quk[SQ014]_0,socio5quk[SQ015]_0,socio5quk[SQ016]_0,socio5quk[SQ017]_0,socio5quk[SQ018]_0,socio5quk[SQ019]_0,socio5quk[other]_0,socio5qus[SQ001]_0,socio5qus[SQ002]_0,socio5qus[SQ004]_0,socio5qus[SQ0031]_0,socio5qus[SQ0032]_0,socio5qus[SQ0033]_0,socio5qus[SQ0034]_0,socio5qus[SQ0035]_0,socio5qus[SQ0036]_0,socio5qus[SQ0037]_0,socio5qus[SQ0051]_0,socio5qus[SQ0052]_0,socio5qus[SQ0053]_0,socio5qus[SQ0054]_0,socio5qus[SQ0016]_0,socio5qus[SQ007]_0,socio5qus[other]_0,socio5usqus_0
850,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"Yes, another Hispanic, Latino, or Spanish origin"
851,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
852,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,Do not wish to answer
853,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
854,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
855,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,Do not wish to answer
856,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
857,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
859,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
860,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
861,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
862,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
863,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
864,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
865,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
867,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
868,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
869,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
870,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
871,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
872,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
873,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
874,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
875,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
876,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
877,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
879,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
880,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
882,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
883,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
884,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
885,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
886,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
887,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
888,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
889,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
891,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
892,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
893,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
894,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"Yes, Cuban"
895,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
896,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
897,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
898,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,European,"No, not of Hispanic, Latino, or Spanish origin"
899,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
900,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
901,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
902,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
903,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
904,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
905,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
907,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
908,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Do not wish to answer
909,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
910,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
911,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
912,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
913,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
914,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
915,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
916,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
917,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
918,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
919,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
920,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
921,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
922,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
923,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
924,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
925,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
926,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
927,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
928,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
929,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
931,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
932,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
933,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
934,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
935,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
936,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
938,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
939,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
940,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,"Yes, Mexican, Mexican Am., Chicano"
941,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
942,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
943,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
944,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
946,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
947,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
948,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,Do not wish to answer
950,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
951,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
953,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
954,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
955,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
957,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
958,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
959,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
960,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
961,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
962,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
963,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
964,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
965,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
967,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
968,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
970,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
971,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
972,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
973,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
974,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
975,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
976,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
977,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
978,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
979,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
981,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
982,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
983,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
984,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
985,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
986,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
988,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
989,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
991,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
992,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,Do not wish to answer
993,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
994,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
995,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
996,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
997,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
998,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
999,United States,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
1000,United States,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,"No, not of Hispanic, Latino, or Spanish origin"
